Player_name,age,position,team name,games,games started,minutes,points,Field goals,2FG,3FG,FT,R.offensive,R.defensive,R.total,Assists,Steals,BLK,Turnover,Persona fouls,year played,won
Manu Ginóbili,38,Guard,SAS,58.0,0,19.6,9.6,0.453,0.496,0.391,0.813,0.4,2.1,2.5,3.1,1.1,0.2,1.7,1.7,2016,0
Rudy Gobert,23,Center,UTA,61.0,60,31.7,9.1,0.5589999999999999,0.5589999999999999,0.0,0.569,3.4,7.5,11.0,1.5,0.7,2.2,1.9,2.7,2016,0
Archie Goodwin,21,Guard,PHO,57.0,13,19.5,8.9,0.417,0.474,0.232,0.674,0.5,2.0,2.5,2.1,0.5,0.2,1.8,1.5,2016,0
Aaron Gordon,20,Forward,ORL,78.0,37,23.9,9.2,0.473,0.531,0.29600000000000004,0.6679999999999999,2.0,4.5,6.5,1.6,0.8,0.7,0.8,2.0,2016,0
Eric Gordon,27,Guard,NOP,45.0,44,32.9,15.2,0.418,0.457,0.384,0.888,0.2,2.0,2.2,2.7,1.0,0.3,1.6,2.2,2016,0
Marcin Gortat,31,Center,WAS,75.0,74,30.1,13.5,0.5670000000000001,0.5670000000000001,0.0,0.705,3.0,6.9,9.9,1.4,0.6,1.3,1.6,2.6,2016,0
Jerami Grant,21,Forward,PHI,77.0,52,26.8,9.7,0.419,0.477,0.24,0.6579999999999999,1.3,3.4,4.7,1.8,0.7,1.6,1.4,2.8,2016,0
Draymond Green,25,Forward,GSW,81.0,81,34.7,14.0,0.49,0.537,0.388,0.696,1.7,7.8,9.5,7.4,1.5,1.4,3.2,3.0,2016,0
Gerald Green,30,Guard,MIA,69.0,14,22.6,8.9,0.392,0.446,0.32299999999999995,0.7829999999999999,0.4,2.0,2.4,0.8,0.6,0.3,0.7,1.8,2016,0
Jeff Green,29,Forward,TOT,80.0,41,28.2,11.7,0.43,0.47,0.315,0.745,0.9,3.2,4.2,1.7,0.7,0.5,1.2,2.1,2016,0
Blake Griffin,26,Forward,LAC,35.0,35,33.4,21.4,0.499,0.504,0.333,0.727,1.5,6.9,8.4,4.9,0.8,0.5,2.4,2.7,2016,0
James Harden,26,Guard,HOU,82.0,82,38.1,29.0,0.439,0.494,0.359,0.86,0.8,5.3,6.1,7.5,1.7,0.6,4.6,2.8,2016,0
Gary Harris,21,Guard,DEN,76.0,76,32.1,12.3,0.469,0.5429999999999999,0.354,0.82,0.7,2.2,2.9,1.9,1.3,0.2,1.3,1.9,2016,0
Tobias Harris,23,Forward,TOT,76.0,74,33.1,14.7,0.469,0.518,0.335,0.831,1.3,5.4,6.7,2.2,0.9,0.5,1.4,2.0,2016,0
Gordon Hayward,25,Forward,UTA,80.0,80,36.2,19.7,0.433,0.477,0.349,0.8240000000000001,0.8,4.2,5.0,3.7,1.2,0.3,2.5,2.3,2016,0
Gerald Henderson,28,Guard,POR,72.0,0,19.9,8.7,0.439,0.468,0.353,0.767,0.4,2.5,2.9,1.0,0.5,0.3,0.9,1.2,2016,0
Nenê,33,Forward,WAS,57.0,11,19.2,9.2,0.544,0.5489999999999999,0.0,0.578,0.9,3.6,4.5,1.7,0.9,0.5,1.3,2.7,2016,0
George Hill,29,Guard,IND,74.0,73,34.1,12.1,0.441,0.466,0.408,0.76,0.8,3.2,4.0,3.5,1.1,0.2,1.4,2.0,2016,0
Jordan Hill,28,Center,IND,73.0,11,20.7,8.8,0.506,0.507,0.0,0.7120000000000001,2.1,4.0,6.2,1.2,0.5,0.5,1.3,2.1,2016,0
Jrue Holiday,25,Guard,NOP,65.0,23,28.2,16.8,0.439,0.478,0.336,0.843,0.4,2.6,3.0,6.0,1.4,0.3,2.6,2.3,2016,0
Rodney Hood,23,Guard,UTA,79.0,79,32.2,14.5,0.42,0.472,0.359,0.86,0.5,2.9,3.4,2.7,0.9,0.2,1.6,2.6,2016,0
Al Horford,29,Center,ATL,82.0,82,32.1,15.2,0.505,0.557,0.344,0.7979999999999999,1.8,5.5,7.3,3.2,0.8,1.5,1.3,2.0,2016,0
Dwight Howard,30,Center,HOU,71.0,71,32.1,13.7,0.62,0.626,0.0,0.489,3.4,8.4,11.8,1.4,1.0,1.6,2.3,3.1,2016,0
Serge Ibaka,26,Forward,OKC,78.0,78,32.1,12.6,0.479,0.52,0.326,0.752,1.8,5.0,6.8,0.8,0.5,1.9,1.4,2.7,2016,0
Ersan İlyasova,28,Forward,TOT,74.0,56,25.4,10.4,0.424,0.458,0.371,0.721,1.9,3.5,5.4,0.9,0.7,0.4,1.0,2.3,2016,0
Kyrie Irving,23,Guard,CLE,53.0,53,31.5,19.6,0.448,0.502,0.321,0.885,0.8,2.1,3.0,4.7,1.1,0.3,2.3,2.0,2016,0
Jarrett Jack,32,Guard,BRK,32.0,32,32.1,12.8,0.391,0.426,0.304,0.893,0.3,4.0,4.3,7.4,1.1,0.2,2.9,2.4,2016,0
Reggie Jackson,25,Guard,DET,79.0,79,30.7,18.8,0.434,0.464,0.353,0.8640000000000001,0.7,2.5,3.2,6.2,0.7,0.1,2.8,2.4,2016,0
LeBron James,31,Forward,CLE,76.0,76,35.6,25.3,0.52,0.573,0.309,0.731,1.5,6.0,7.4,6.8,1.4,0.6,3.3,1.9,2016,1
Al Jefferson,31,Center,CHO,47.0,18,23.3,12.0,0.485,0.485,0.0,0.649,1.2,5.2,6.4,1.5,0.6,0.9,0.7,2.5,2016,0
Joe Johnson,34,Forward,TOT,81.0,81,33.4,12.2,0.439,0.471,0.383,0.831,0.6,3.0,3.6,3.9,0.8,0.0,2.0,1.8,2016,0
Tyler Johnson,23,Guard,MIA,36.0,5,24.0,8.7,0.486,0.529,0.38,0.797,0.8,2.3,3.0,2.2,0.7,0.4,1.3,1.8,2016,0
Nikola Jokic,20,Center,DEN,80.0,55,21.7,10.0,0.512,0.541,0.333,0.8109999999999999,2.3,4.7,7.0,2.4,1.0,0.6,1.3,2.6,2016,0
Terrence Jones,24,Forward,HOU,50.0,11,20.9,8.7,0.452,0.49,0.316,0.664,1.2,3.0,4.2,0.8,0.5,0.8,1.0,1.7,2016,0
DeAndre Jordan,27,Center,LAC,77.0,77,33.7,12.7,0.703,0.7040000000000001,0.0,0.43,3.5,10.3,13.8,1.2,0.7,2.3,1.4,2.7,2016,1
Cory Joseph,24,Guard,TOR,80.0,4,25.6,8.5,0.439,0.478,0.273,0.764,0.5,2.1,2.6,3.1,0.8,0.3,1.3,1.6,2016,0
Sean Kilpatrick,26,Guard,TOT,31.0,0,19.9,11.1,0.456,0.5379999999999999,0.342,0.8959999999999999,0.4,1.4,1.8,0.9,0.4,0.1,1.0,1.2,2016,0
Brandon Knight,24,Guard,PHO,52.0,50,36.0,19.6,0.415,0.461,0.342,0.852,0.7,3.2,3.9,5.1,1.2,0.4,3.4,2.4,2016,0
Kyle Korver,34,Guard,ATL,80.0,80,30.0,9.2,0.435,0.502,0.398,0.833,0.2,3.1,3.3,2.1,0.8,0.4,1.2,2.0,2016,0
Jeremy Lamb,23,Guard,CHO,66.0,0,18.6,8.8,0.451,0.529,0.309,0.727,0.7,3.2,3.8,1.2,0.6,0.5,0.8,1.6,2016,0
Carl Landry,32,Forward,PHI,36.0,12,15.8,9.8,0.556,0.561,0.462,0.736,1.4,2.7,4.1,0.9,0.3,0.3,0.6,1.9,2016,0
Zach LaVine,20,Guard,MIN,82.0,33,28.0,14.0,0.452,0.482,0.389,0.7929999999999999,0.3,2.5,2.8,3.1,0.8,0.2,1.9,2.4,2016,0
Courtney Lee,30,Guard,TOT,79.0,65,29.5,9.6,0.454,0.493,0.378,0.8390000000000001,0.4,2.2,2.6,1.7,1.1,0.4,0.9,1.7,2016,0
Alex Len,22,Center,PHO,78.0,46,23.3,9.0,0.423,0.426,0.14300000000000002,0.728,2.3,5.3,7.6,1.2,0.5,0.8,1.9,2.9,2016,0
Kawhi Leonard,24,Forward,SAS,72.0,72,33.1,21.2,0.506,0.528,0.443,0.8740000000000001,1.3,5.5,6.8,2.6,1.8,1.0,1.5,1.8,2016,1
Meyers Leonard,23,Forward,POR,61.0,10,21.9,8.4,0.448,0.527,0.377,0.7609999999999999,0.8,4.3,5.1,1.5,0.1,0.3,1.3,3.0,2016,0
Jon Leuer,26,Forward,PHO,67.0,27,18.7,8.5,0.481,0.511,0.382,0.762,1.1,4.4,5.6,1.1,0.6,0.4,1.1,1.9,2016,0
Damian Lillard,25,Guard,POR,75.0,75,35.7,25.1,0.419,0.45,0.375,0.892,0.6,3.4,4.0,6.8,0.9,0.4,3.2,2.2,2016,0
Jeremy Lin,27,Guard,CHO,78.0,13,26.3,11.7,0.412,0.446,0.336,0.815,0.5,2.7,3.2,3.0,0.7,0.5,1.9,2.1,2016,0
Brook Lopez,27,Center,BRK,73.0,73,33.7,20.6,0.511,0.515,0.14300000000000002,0.787,2.8,5.1,7.8,2.0,0.8,1.7,2.4,2.9,2016,0
Robin Lopez,27,Center,NYK,82.0,82,27.1,10.3,0.539,0.54,0.0,0.795,3.3,4.1,7.3,1.4,0.2,1.6,1.6,2.2,2016,0
Kevin Love,27,Forward,CLE,77.0,77,31.5,16.0,0.419,0.467,0.36,0.8220000000000001,1.9,8.0,9.9,2.4,0.8,0.5,1.8,2.1,2016,0
Kyle Lowry,29,Guard,TOR,77.0,77,37.0,21.2,0.4270000000000001,0.461,0.388,0.8109999999999999,0.7,4.0,4.7,6.4,2.1,0.4,2.9,2.7,2016,0
Shelvin Mack,25,Guard,TOT,52.0,27,20.3,8.6,0.439,0.493,0.312,0.738,0.3,2.2,2.5,3.6,0.7,0.1,1.8,1.4,2016,0
Ian Mahinmi,29,Center,IND,71.0,71,25.6,9.3,0.589,0.589,0.0,0.5870000000000001,1.9,5.2,7.1,1.5,0.9,1.1,1.4,3.1,2016,0
Kevin Martin,32,Guard,TOT,55.0,13,19.9,9.3,0.3720000000000001,0.378,0.36,0.89,0.3,1.7,2.0,1.1,0.5,0.1,1.0,1.5,2016,0
Wesley Matthews,29,Forward,DAL,78.0,78,33.9,12.5,0.388,0.4320000000000001,0.36,0.863,0.3,2.7,3.1,1.9,1.0,0.2,1.0,2.3,2016,0
CJ McCollum,24,Guard,POR,80.0,80,34.8,20.8,0.448,0.463,0.417,0.8270000000000001,0.6,2.7,3.2,4.3,1.2,0.3,2.5,2.3,2016,0
Doug McDermott,24,Forward,CHI,81.0,4,23.0,9.4,0.452,0.47,0.425,0.857,0.5,2.0,2.4,0.7,0.2,0.1,0.7,1.6,2016,0
Khris Middleton,24,Guard,MIL,79.0,79,36.1,18.2,0.444,0.466,0.396,0.888,0.6,3.3,3.8,4.2,1.7,0.2,2.3,2.6,2016,0
C.J. Miles,28,Forward,IND,64.0,24,22.9,11.8,0.409,0.474,0.3670000000000001,0.75,0.4,2.3,2.7,1.0,0.8,0.5,1.1,2.2,2016,0
Patty Mills,27,Guard,SAS,81.0,3,20.5,8.5,0.425,0.469,0.384,0.81,0.3,1.6,2.0,2.8,0.7,0.1,0.9,1.3,2016,0
Paul Millsap,30,Forward,ATL,81.0,81,32.7,17.1,0.47,0.512,0.319,0.757,2.4,6.6,9.0,3.3,1.8,1.7,2.4,2.9,2016,0
Nikola Mirotic,24,Forward,CHI,66.0,38,24.9,11.8,0.407,0.43,0.39,0.807,0.9,4.6,5.5,1.5,0.9,0.7,1.5,2.3,2016,0
Greg Monroe,25,Center,MIL,79.0,67,29.3,15.3,0.522,0.522,0.0,0.74,2.8,6.1,8.8,2.3,0.9,0.8,1.6,2.1,2016,0
Marcus Morris,26,Forward,DET,80.0,80,35.7,14.1,0.434,0.467,0.362,0.7490000000000001,1.1,3.9,5.1,2.5,0.8,0.3,1.8,2.1,2016,0
Markieff Morris,26,Forward,TOT,64.0,45,25.5,12.0,0.425,0.458,0.303,0.735,1.1,4.4,5.5,1.9,0.9,0.5,2.1,2.9,2016,0
Emmanuel Mudiay,19,Guard,DEN,68.0,66,30.4,12.8,0.364,0.379,0.319,0.67,0.5,2.9,3.4,5.5,1.0,0.5,3.2,2.1,2016,0
Shabazz Muhammad,23,Forward,MIN,82.0,0,20.5,10.5,0.465,0.516,0.289,0.764,1.2,2.0,3.3,0.6,0.3,0.1,0.9,1.1,2016,0
Gary Neal,31,Guard,WAS,40.0,2,20.2,9.8,0.465,0.489,0.41,0.855,0.3,1.8,2.1,1.2,0.5,0.0,0.7,1.4,2016,0
Nerlens Noel,21,Center,PHI,67.0,62,29.3,11.1,0.521,0.521,0.5,0.59,2.3,5.8,8.1,1.8,1.8,1.5,2.4,2.9,2016,0
Dirk Nowitzki,37,Forward,DAL,75.0,75,31.5,18.3,0.448,0.483,0.368,0.893,0.7,5.8,6.5,1.8,0.7,0.7,1.1,2.1,2016,0
Jahlil Okafor,20,Center,PHI,53.0,48,30.0,17.5,0.508,0.511,0.16699999999999998,0.6859999999999999,2.3,4.7,7.0,1.2,0.4,1.2,2.3,2.6,2016,0
Victor Oladipo,23,Guard,ORL,72.0,52,33.0,16.0,0.438,0.475,0.348,0.83,0.7,4.1,4.8,3.9,1.6,0.8,2.1,2.4,2016,0
Kelly Olynyk,24,Center,BOS,69.0,8,20.2,10.0,0.455,0.486,0.405,0.75,1.0,3.0,4.1,1.5,0.8,0.5,1.1,2.4,2016,0
Zaza Pachulia,31,Center,DAL,76.0,69,26.4,8.6,0.466,0.469,0.0,0.768,3.3,6.2,9.4,1.7,0.8,0.3,1.6,2.4,2016,0
Jabari Parker,20,Forward,MIL,76.0,72,31.7,14.1,0.493,0.502,0.257,0.768,1.6,3.6,5.2,1.7,0.9,0.4,1.5,2.0,2016,0
Tony Parker,33,Guard,SAS,72.0,72,27.5,11.9,0.493,0.501,0.415,0.76,0.2,2.2,2.4,5.3,0.8,0.2,1.8,1.6,2016,0
Chandler Parsons,27,Forward,DAL,61.0,51,29.5,13.7,0.4920000000000001,0.54,0.414,0.684,0.5,4.2,4.7,2.8,0.8,0.3,1.6,1.9,2016,0
Chris Paul,30,Guard,LAC,74.0,74,32.7,19.5,0.462,0.501,0.371,0.8959999999999999,0.5,3.7,4.2,10.0,2.1,0.2,2.6,2.5,2016,0
Elfrid Payton,21,Guard,ORL,73.0,69,29.4,10.7,0.436,0.451,0.326,0.589,1.1,2.5,3.6,6.4,1.2,0.3,2.4,2.2,2016,0
Mason Plumlee,25,Center,POR,82.0,82,25.4,9.1,0.516,0.52,0.0,0.642,2.5,5.2,7.7,2.8,0.8,1.0,1.9,3.1,2016,0
Otto Porter Jr.,22,Forward,WAS,75.0,73,30.3,11.6,0.473,0.536,0.3670000000000001,0.754,1.3,3.9,5.2,1.6,1.4,0.4,0.9,2.2,2016,0
Kristaps Porziņģis,20,Forward,NYK,72.0,72,28.4,14.3,0.421,0.454,0.333,0.838,1.8,5.5,7.3,1.3,0.7,1.9,1.7,2.8,2016,0
Julius Randle,21,Forward,LAL,81.0,60,28.2,11.3,0.429,0.436,0.278,0.715,2.1,8.1,10.2,1.8,0.7,0.4,1.8,3.0,2016,0
Zach Randolph,34,Forward,MEM,68.0,53,29.6,15.3,0.475,0.482,0.231,0.7959999999999999,2.6,5.1,7.8,2.1,0.6,0.2,1.5,2.1,2016,0
J.J. Redick,31,Guard,LAC,75.0,75,28.0,16.3,0.48,0.484,0.475,0.888,0.1,1.7,1.9,1.4,0.6,0.1,1.0,1.8,2016,0
Austin Rivers,23,Guard,LAC,67.0,7,21.9,8.9,0.438,0.495,0.335,0.6809999999999999,0.3,1.6,1.9,1.5,0.7,0.1,0.9,2.0,2016,0
Rajon Rondo,29,Guard,SAC,72.0,72,35.2,11.9,0.454,0.479,0.365,0.58,1.1,5.0,6.0,11.7,2.0,0.1,3.9,2.4,2016,0
Derrick Rose,27,Guard,CHI,66.0,66,31.8,16.4,0.4270000000000001,0.449,0.293,0.7929999999999999,0.7,2.7,3.4,4.7,0.7,0.2,2.7,1.3,2016,0
Terrence Ross,24,Forward,TOR,73.0,7,23.9,9.9,0.431,0.484,0.386,0.79,0.3,2.2,2.5,0.8,0.7,0.3,0.6,1.6,2016,0
Ricky Rubio,25,Guard,MIN,76.0,76,30.6,10.1,0.374,0.396,0.326,0.847,0.5,3.8,4.3,8.7,2.1,0.1,2.5,2.6,2016,0
D'Angelo Russell,19,Guard,LAL,80.0,48,28.2,13.2,0.41,0.447,0.35100000000000003,0.737,0.6,2.8,3.4,3.3,1.2,0.2,2.5,1.8,2016,0
Dennis Schröder,22,Guard,ATL,80.0,6,20.3,11.0,0.421,0.465,0.322,0.7909999999999999,0.3,2.2,2.6,4.4,0.9,0.1,2.3,1.7,2016,0
Luis Scola,35,Forward,TOR,76.0,76,21.5,8.7,0.45,0.467,0.404,0.726,1.1,3.6,4.7,0.9,0.6,0.4,0.9,2.3,2016,0
Ramon Sessions,29,Guard,WAS,82.0,5,20.3,9.9,0.473,0.507,0.324,0.7559999999999999,0.3,2.2,2.5,2.9,0.6,0.1,1.4,1.2,2016,0
Marcus Smart,21,Guard,BOS,61.0,10,27.3,9.1,0.348,0.4270000000000001,0.253,0.777,1.2,2.9,4.2,3.0,1.5,0.3,1.3,3.0,2016,0
Ish Smith,27,Guard,TOT,77.0,53,29.1,12.6,0.411,0.428,0.329,0.693,0.6,3.4,4.0,6.5,1.1,0.3,2.3,1.7,2016,0
J.R. Smith,30,Guard,CLE,77.0,77,30.7,12.4,0.415,0.438,0.4,0.634,0.6,2.3,2.8,1.7,1.1,0.3,0.8,2.6,2016,0
Nik Stauskas,22,Guard,PHI,73.0,35,24.8,8.5,0.385,0.473,0.326,0.7709999999999999,0.3,2.2,2.5,1.9,0.6,0.3,1.3,1.6,2016,0
Rodney Stuckey,29,Guard,IND,58.0,1,22.0,8.9,0.413,0.453,0.241,0.8290000000000001,0.3,2.4,2.7,2.4,0.7,0.1,1.3,1.3,2016,0
Jared Sullinger,23,Forward,BOS,81.0,73,23.6,10.3,0.435,0.458,0.282,0.64,2.4,5.9,8.3,2.3,0.9,0.6,1.3,2.6,2016,0
Jeff Teague,27,Guard,ATL,79.0,78,28.5,15.7,0.439,0.454,0.4,0.8370000000000001,0.4,2.3,2.7,5.9,1.2,0.3,2.8,2.1,2016,0
Mirza Teletovic,30,Forward,PHO,79.0,1,21.3,12.2,0.4270000000000001,0.476,0.393,0.774,0.7,3.1,3.8,1.1,0.4,0.3,1.1,2.0,2016,0
Isaiah Thomas,26,Guard,BOS,82.0,79,32.2,22.2,0.428,0.462,0.359,0.871,0.6,2.4,3.0,6.2,1.1,0.1,2.7,2.0,2016,0
Hollis Thompson,24,Guard,PHI,77.0,17,28.0,9.8,0.397,0.42,0.38,0.7190000000000001,0.7,2.8,3.5,1.3,0.5,0.3,1.0,2.4,2016,0
Klay Thompson,25,Guard,GSW,80.0,80,33.3,22.1,0.47,0.51,0.425,0.873,0.4,3.4,3.8,2.1,0.8,0.6,1.7,1.9,2016,0
Marcus Thornton,28,Guard,TOT,61.0,8,18.2,9.7,0.399,0.46,0.337,0.848,0.6,1.8,2.5,1.4,0.8,0.1,0.8,1.5,2016,0
Karl-Anthony Towns,20,Center,MIN,82.0,82,32.0,18.3,0.542,0.5589999999999999,0.341,0.8109999999999999,2.8,7.7,10.5,2.0,0.7,1.7,2.2,3.0,2016,0
Evan Turner,27,Guard,BOS,81.0,12,28.0,10.5,0.456,0.482,0.241,0.8270000000000001,0.6,4.3,4.9,4.4,1.0,0.3,2.1,1.7,2016,0
Myles Turner,19,Center,IND,60.0,30,22.8,10.3,0.498,0.506,0.214,0.727,1.1,4.4,5.5,0.7,0.4,1.4,1.1,2.6,2016,0
Jonas Valanciūnas,23,Center,TOR,60.0,59,26.0,12.8,0.565,0.565,0.0,0.7609999999999999,3.1,6.1,9.1,0.7,0.4,1.3,1.4,2.6,2016,0
Nikola Vucevic,25,Center,ORL,65.0,60,31.3,18.2,0.51,0.512,0.222,0.753,2.7,6.2,8.9,2.8,0.8,1.1,1.9,2.7,2016,0
Dwyane Wade,34,Guard,MIA,74.0,73,30.5,19.0,0.456,0.468,0.159,0.7929999999999999,1.1,3.0,4.1,4.6,1.1,0.6,2.7,1.6,2016,0
Dion Waiters,24,Guard,OKC,78.0,15,27.6,9.8,0.399,0.421,0.358,0.713,0.5,2.1,2.6,2.0,1.0,0.2,1.5,1.8,2016,0
Kemba Walker,25,Guard,CHO,81.0,81,35.6,20.9,0.4270000000000001,0.459,0.371,0.847,0.7,3.7,4.4,5.2,1.6,0.5,2.1,1.4,2016,0
John Wall,25,Guard,WAS,77.0,77,36.2,19.9,0.424,0.448,0.35100000000000003,0.7909999999999999,0.5,4.4,4.9,10.2,1.9,0.8,4.1,2.1,2016,0
T.J. Warren,22,Forward,PHO,47.0,4,22.8,11.0,0.501,0.52,0.4,0.703,1.2,1.9,3.1,0.9,0.8,0.3,0.7,2.0,2016,0
Russell Westbrook,27,Guard,OKC,80.0,80,34.4,23.5,0.454,0.503,0.29600000000000004,0.812,1.8,6.0,7.8,10.4,2.0,0.3,4.3,2.5,2016,1
Hassan Whiteside,26,Center,MIA,73.0,43,29.1,14.2,0.606,0.606,0.0,0.65,3.3,8.6,11.8,0.4,0.6,3.7,1.9,2.8,2016,0
Andrew Wiggins,20,Forward,MIN,81.0,81,35.1,20.7,0.459,0.486,0.3,0.7609999999999999,1.3,2.3,3.6,2.0,1.0,0.6,2.2,2.0,2016,0
Deron Williams,31,Guard,DAL,65.0,63,32.4,14.1,0.414,0.454,0.344,0.8690000000000001,0.3,2.6,2.9,5.8,0.9,0.2,2.3,2.4,2016,0
Derrick Williams,24,Forward,NYK,80.0,9,17.9,9.3,0.45,0.506,0.293,0.758,0.6,3.1,3.7,0.9,0.4,0.1,0.8,0.9,2016,0
Lou Williams,29,Guard,LAL,67.0,35,28.5,15.3,0.408,0.464,0.344,0.83,0.5,2.1,2.5,2.5,0.9,0.3,1.6,1.6,2016,0
Marvin Williams,29,Forward,CHO,81.0,81,28.9,11.7,0.452,0.504,0.402,0.833,1.6,4.9,6.4,1.4,0.7,1.0,0.8,1.6,2016,0
Thaddeus Young,27,Forward,BRK,73.0,73,33.0,15.1,0.514,0.523,0.233,0.644,2.4,6.6,9.0,1.9,1.5,0.5,1.9,2.5,2016,0
Cody Zeller,23,Center,CHO,73.0,60,24.3,8.7,0.529,0.539,0.1,0.754,1.9,4.3,6.2,1.0,0.8,0.9,0.9,2.8,2016,0
Steven Adams,23,Center,OKC,80.0,80,29.9,11.3,0.5710000000000001,0.5720000000000001,0.0,0.611,3.5,4.2,7.7,1.1,1.1,1.0,1.8,2.4,2017,0
Arron Afflalo,31,Guard,SAC,61.0,45,25.9,8.4,0.44,0.457,0.411,0.892,0.1,1.9,2.0,1.3,0.3,0.1,0.7,1.7,2017,0
LaMarcus Aldridge,31,Forward,SAS,72.0,72,32.4,17.3,0.477,0.48,0.411,0.812,2.4,4.9,7.3,1.9,0.6,1.2,1.4,2.2,2017,0
Tony Allen,35,Guard,MEM,71.0,66,27.0,9.1,0.461,0.479,0.278,0.615,2.3,3.2,5.5,1.4,1.6,0.4,1.4,2.5,2017,0
Al-Farouq Aminu,26,Forward,POR,61.0,25,29.1,8.7,0.393,0.445,0.33,0.706,1.3,6.1,7.4,1.6,1.0,0.7,1.5,1.7,2017,0
Ryan Anderson,28,Forward,HOU,72.0,72,29.4,13.6,0.418,0.446,0.403,0.86,1.6,3.0,4.6,0.9,0.4,0.2,0.8,2.0,2017,0
Giannis Antetokounmpo,22,Forward,MIL,80.0,80,35.6,22.9,0.521,0.563,0.272,0.77,1.8,7.0,8.8,5.4,1.6,1.9,2.9,3.1,2017,0
Carmelo Anthony,32,Forward,NYK,74.0,74,34.3,22.4,0.433,0.466,0.359,0.833,0.8,5.1,5.9,2.9,0.8,0.5,2.1,2.7,2017,0
Trevor Ariza,31,Forward,HOU,80.0,80,34.7,11.7,0.409,0.556,0.344,0.738,0.7,5.1,5.7,2.2,1.8,0.3,0.9,1.7,2017,0
J.J. Barea,32,Guard,DAL,35.0,6,22.0,10.9,0.414,0.456,0.358,0.863,0.3,2.1,2.4,5.5,0.4,0.0,1.8,0.9,2017,0
Harrison Barnes,24,Forward,DAL,79.0,79,35.5,19.2,0.468,0.4920000000000001,0.35100000000000003,0.861,1.2,3.8,5.0,1.5,0.8,0.2,1.3,1.6,2017,0
Will Barton,26,Guard,DEN,60.0,19,28.4,13.7,0.443,0.483,0.37,0.753,1.0,3.4,4.3,3.4,0.8,0.5,1.6,1.8,2017,0
Nicolas Batum,28,Guard,CHO,77.0,77,34.0,15.1,0.403,0.453,0.333,0.856,0.6,5.6,6.2,5.9,1.1,0.4,2.5,1.4,2017,0
Kent Bazemore,27,Forward,ATL,73.0,64,26.9,11.0,0.409,0.446,0.34600000000000003,0.708,0.6,2.5,3.2,2.4,1.2,0.7,1.7,2.3,2017,0
Bradley Beal,23,Guard,WAS,77.0,77,34.9,23.1,0.482,0.5379999999999999,0.404,0.825,0.7,2.4,3.1,3.5,1.1,0.3,2.0,2.2,2017,0
Michael Beasley,28,Forward,MIL,56.0,6,16.7,9.4,0.532,0.545,0.419,0.743,0.7,2.7,3.4,0.9,0.5,0.5,1.2,1.6,2017,0
Marco Belinelli,30,Guard,CHO,74.0,0,24.0,10.5,0.429,0.488,0.36,0.893,0.2,2.2,2.4,2.0,0.6,0.1,0.9,1.2,2017,0
Patrick Beverley,28,Guard,HOU,67.0,67,30.7,9.5,0.42,0.463,0.382,0.768,1.4,4.4,5.9,4.2,1.5,0.4,1.5,3.3,2017,0
Eric Bledsoe,27,Guard,PHO,66.0,66,33.0,21.1,0.434,0.477,0.335,0.847,0.8,4.1,4.8,6.3,1.4,0.5,3.4,2.5,2017,0
Bojan Bogdanovic,27,Forward,TOT,81.0,54,25.7,13.7,0.445,0.512,0.3670000000000001,0.893,0.5,3.0,3.4,1.4,0.4,0.1,1.6,1.8,2017,0
Devin Booker,20,Guard,PHO,78.0,78,35.0,22.1,0.423,0.447,0.363,0.8320000000000001,0.6,2.6,3.2,3.4,0.9,0.3,3.1,3.1,2017,0
Trevor Booker,29,Forward,BRK,71.0,43,24.7,10.0,0.516,0.546,0.321,0.6729999999999999,2.0,6.0,8.0,1.9,1.1,0.4,1.8,2.1,2017,0
Avery Bradley,26,Guard,BOS,55.0,55,33.4,16.3,0.463,0.504,0.39,0.731,1.2,4.9,6.1,2.2,1.2,0.2,1.6,2.6,2017,0
Malcolm Brogdon,24,Guard,MIL,75.0,28,26.4,10.2,0.457,0.48,0.404,0.865,0.6,2.2,2.8,4.2,1.1,0.2,1.5,1.9,2017,0
Jimmy Butler,27,Forward,CHI,76.0,75,37.0,23.9,0.455,0.477,0.3670000000000001,0.865,1.7,4.5,6.2,5.5,1.9,0.4,2.1,1.5,2017,0
Kentavious Caldwell-Pope,23,Guard,DET,76.0,75,33.3,13.8,0.399,0.442,0.35,0.8320000000000001,0.7,2.5,3.3,2.5,1.2,0.2,1.1,1.6,2017,0
Clint Capela,22,Center,HOU,65.0,59,23.9,12.6,0.643,0.643,0.0,0.531,2.7,5.4,8.1,1.0,0.5,1.2,1.3,2.8,2017,0
DeMarre Carroll,30,Forward,TOR,72.0,72,26.1,8.9,0.4,0.483,0.341,0.7609999999999999,0.9,2.9,3.8,1.0,1.1,0.4,0.8,2.0,2017,0
Tyson Chandler,34,Center,PHO,47.0,46,27.6,8.4,0.6709999999999999,0.6709999999999999,0.0,0.7340000000000001,3.3,8.2,11.5,0.6,0.7,0.5,1.4,2.7,2017,0
Wilson Chandler,29,Forward,DEN,71.0,33,30.9,15.7,0.461,0.527,0.337,0.727,1.5,5.0,6.5,2.0,0.7,0.4,1.6,2.4,2017,0
Marquese Chriss,19,Forward,PHO,82.0,75,21.3,9.2,0.449,0.52,0.321,0.624,1.2,3.1,4.2,0.7,0.8,0.9,1.3,3.2,2017,0
