Player_name,age,position,team name,games,games started,minutes,points,Field goals,2FG,3FG,FT,R.offensive,R.defensive,R.total,Assists,Steals,BLK,Turnover,Persona fouls,year played,won
Tyreke Evans,24,Forward,NOP,72.0,22,28.2,14.5,0.436,0.461,0.221,0.7709999999999999,1.1,3.7,4.7,5.0,1.2,0.3,2.4,2.2,2014,0
Kenneth Faried,24,Forward,DEN,80.0,77,27.2,13.7,0.545,0.547,0.0,0.65,3.0,5.6,8.6,1.2,0.9,0.9,1.7,2.4,2014,0
Jordan Farmar,27,Guard,LAL,41.0,5,22.2,10.1,0.415,0.397,0.438,0.746,0.5,2.0,2.5,4.9,0.9,0.2,2.3,1.6,2014,0
Derrick Favors,22,Forward,UTA,73.0,73,30.2,13.3,0.522,0.523,0.0,0.669,2.7,6.0,8.7,1.2,1.0,1.5,1.8,3.2,2014,0
Raymond Felton,29,Guard,NYK,65.0,65,31.0,9.7,0.395,0.431,0.318,0.721,0.8,2.2,3.0,5.6,1.2,0.4,2.0,2.4,2014,0
Evan Fournier,21,Guard,DEN,76.0,4,19.8,8.4,0.419,0.453,0.376,0.7559999999999999,0.4,2.2,2.7,1.5,0.4,0.1,1.3,2.4,2014,0
Randy Foye,30,Guard,DEN,81.0,78,30.7,13.2,0.413,0.456,0.38,0.8490000000000001,0.4,2.4,2.9,3.5,0.8,0.5,1.8,2.5,2014,0
Enes Freedom,21,Center,UTA,80.0,37,26.7,12.3,0.491,0.4920000000000001,0.0,0.73,2.8,4.7,7.5,0.9,0.4,0.5,1.8,2.9,2014,0
Channing Frye,30,Forward,PHO,82.0,82,28.2,11.1,0.4320000000000001,0.509,0.37,0.821,0.9,4.2,5.1,1.2,0.7,0.8,1.1,3.0,2014,0
Marc Gasol,29,Center,MEM,59.0,59,33.4,14.6,0.473,0.477,0.182,0.768,1.4,5.8,7.2,3.6,1.0,1.3,1.9,2.5,2014,0
Pau Gasol,33,Center,LAL,60.0,60,31.4,17.4,0.48,0.483,0.28600000000000003,0.736,2.1,7.6,9.7,3.4,0.5,1.5,2.4,2.1,2014,0
Rudy Gay,27,Forward,TOT,73.0,73,34.7,20.0,0.455,0.481,0.33,0.8220000000000001,1.5,4.4,6.0,2.9,1.3,0.8,3.1,2.3,2014,0
Paul George,23,Forward,IND,80.0,80,36.2,21.7,0.424,0.458,0.364,0.8640000000000001,0.8,6.0,6.8,3.5,1.9,0.3,2.8,2.5,2014,0
Taj Gibson,28,Forward,CHI,82.0,8,28.7,13.0,0.479,0.483,0.0,0.7509999999999999,2.4,4.4,6.8,1.1,0.5,1.4,1.8,2.5,2014,0
Manu Ginóbili,36,Guard,SAS,68.0,3,22.8,12.3,0.469,0.5529999999999999,0.349,0.851,0.4,2.5,3.0,4.3,1.0,0.3,2.0,1.9,2014,0
Eric Gordon,25,Guard,NOP,64.0,64,32.1,15.4,0.436,0.456,0.391,0.785,0.5,2.1,2.6,3.3,1.2,0.2,2.1,1.8,2014,0
Marcin Gortat,29,Center,WAS,81.0,80,32.8,13.2,0.542,0.541,1.0,0.6859999999999999,2.5,7.0,9.5,1.7,0.5,1.5,1.6,2.5,2014,0
Danny Green,26,Guard,SAS,68.0,59,24.3,9.1,0.4320000000000001,0.46,0.415,0.794,0.4,3.0,3.4,1.5,1.0,0.9,1.1,1.6,2014,0
Gerald Green,28,Guard,PHO,82.0,48,28.4,15.8,0.445,0.4920000000000001,0.4,0.848,0.6,2.8,3.4,1.5,0.9,0.5,1.8,2.7,2014,0
Jeff Green,27,Forward,BOS,82.0,82,34.2,16.9,0.412,0.448,0.341,0.795,0.7,4.0,4.6,1.7,0.7,0.6,2.0,2.2,2014,0
Blake Griffin,24,Forward,LAC,80.0,80,35.8,24.1,0.528,0.537,0.273,0.715,2.4,7.1,9.5,3.9,1.2,0.6,2.8,3.3,2014,0
Tim Hardaway Jr.,21,Guard,NYK,81.0,1,23.1,10.2,0.428,0.498,0.363,0.828,0.2,1.3,1.5,0.8,0.5,0.1,0.6,1.8,2014,0
James Harden,24,Guard,HOU,73.0,73,38.0,25.4,0.456,0.515,0.366,0.866,0.8,3.9,4.7,6.1,1.6,0.4,3.6,2.4,2014,1
Tobias Harris,21,Forward,ORL,61.0,36,30.3,14.6,0.464,0.508,0.254,0.807,1.4,5.5,7.0,1.3,0.7,0.4,1.3,2.3,2014,0
Spencer Hawes,25,Center,TOT,80.0,78,30.9,13.2,0.456,0.478,0.416,0.7829999999999999,1.6,6.6,8.3,3.0,0.6,1.2,2.2,3.0,2014,0
Gordon Hayward,23,Forward,UTA,77.0,77,36.4,16.2,0.413,0.453,0.304,0.816,0.8,4.3,5.1,5.2,1.4,0.5,2.8,2.0,2014,0
Gerald Henderson,26,Guard,CHO,77.0,77,32.0,14.0,0.433,0.445,0.348,0.7609999999999999,0.4,3.6,4.0,2.6,0.7,0.4,1.5,2.1,2014,0
Xavier Henry,22,Forward,LAL,43.0,5,21.1,10.0,0.417,0.439,0.34600000000000003,0.655,0.6,2.1,2.7,1.2,1.0,0.2,1.3,1.8,2014,0
John Henson,23,Forward,MIL,70.0,23,26.5,11.1,0.5379999999999999,0.539,0.0,0.514,2.4,4.7,7.1,1.6,0.6,1.7,1.6,2.6,2014,0
Roy Hibbert,27,Center,IND,81.0,81,29.7,10.8,0.439,0.439,0.4,0.77,2.5,4.1,6.6,1.1,0.4,2.2,1.8,3.3,2014,0
J.J. Hickson,25,Forward,DEN,69.0,52,26.9,11.8,0.508,0.514,0.0,0.517,3.0,6.2,9.2,1.4,0.7,0.7,1.9,2.6,2014,0
Nenê,31,Forward,WAS,53.0,37,29.4,14.2,0.503,0.506,0.2,0.583,1.2,4.3,5.5,2.9,1.2,0.9,2.2,3.1,2014,0
George Hill,27,Guard,IND,76.0,76,32.0,10.3,0.442,0.4970000000000001,0.365,0.807,0.7,3.0,3.7,3.5,1.0,0.3,1.2,2.1,2014,0
Jordan Hill,26,Forward,LAL,72.0,32,20.8,9.7,0.5489999999999999,0.55,0.0,0.685,2.7,4.7,7.4,0.8,0.4,0.9,1.0,2.4,2014,0
Kirk Hinrich,33,Guard,CHI,73.0,61,29.0,9.1,0.393,0.419,0.35100000000000003,0.76,0.4,2.2,2.6,3.9,1.1,0.4,1.6,2.8,2014,0
Jrue Holiday,23,Guard,NOP,34.0,34,33.6,14.3,0.447,0.459,0.39,0.81,0.8,3.4,4.2,7.9,1.6,0.4,3.1,2.7,2014,0
Al Horford,27,Center,ATL,29.0,29,33.0,18.6,0.5670000000000001,0.5720000000000001,0.364,0.682,2.3,6.1,8.4,2.6,0.9,1.5,2.2,1.9,2014,0
Dwight Howard,28,Center,HOU,71.0,71,33.7,18.3,0.591,0.594,0.28600000000000003,0.547,3.3,8.9,12.2,1.8,0.8,1.8,3.2,3.4,2014,0
Kris Humphries,28,Forward,BOS,69.0,30,19.9,8.4,0.501,0.503,0.0,0.813,1.8,4.1,5.9,1.0,0.4,0.9,0.9,2.0,2014,0
Serge Ibaka,24,Forward,OKC,81.0,81,32.9,15.1,0.536,0.546,0.383,0.784,2.8,6.0,8.8,1.0,0.5,2.7,1.5,2.9,2014,0
Andre Iguodala,30,Forward,GSW,63.0,63,32.4,9.3,0.48,0.5579999999999999,0.354,0.652,0.8,3.8,4.7,4.2,1.5,0.3,1.6,1.6,2014,0
Ersan İlyasova,26,Forward,MIL,55.0,47,26.9,11.2,0.409,0.446,0.282,0.823,1.9,4.3,6.2,1.3,0.8,0.1,1.1,2.5,2014,0
Kyrie Irving,21,Guard,CLE,71.0,71,35.2,20.8,0.43,0.458,0.358,0.861,0.7,2.9,3.6,6.1,1.5,0.3,2.7,2.3,2014,0
Jarrett Jack,30,Guard,CLE,80.0,31,28.2,9.5,0.41,0.435,0.341,0.8390000000000001,0.3,2.5,2.8,4.1,0.7,0.3,1.7,1.7,2014,0
Reggie Jackson,23,Guard,OKC,80.0,36,28.5,13.1,0.44,0.477,0.339,0.893,0.5,3.4,3.9,4.1,1.1,0.1,2.1,1.8,2014,0
LeBron James,29,Forward,MIA,77.0,77,37.7,27.1,0.5670000000000001,0.622,0.379,0.75,1.1,5.9,6.9,6.3,1.6,0.3,3.5,1.6,2014,1
Al Jefferson,29,Center,CHO,73.0,73,35.0,21.8,0.509,0.512,0.2,0.69,2.1,8.7,10.8,2.1,0.9,1.1,1.7,2.4,2014,0
Richard Jefferson,33,Forward,UTA,82.0,78,27.0,10.1,0.45,0.484,0.409,0.741,0.2,2.5,2.7,1.6,0.7,0.2,1.1,2.0,2014,0
Brandon Jennings,24,Guard,DET,80.0,79,34.1,15.5,0.373,0.397,0.337,0.7509999999999999,0.7,2.3,3.1,7.6,1.3,0.1,2.7,2.0,2014,0
Amir Johnson,26,Forward,TOR,77.0,72,28.8,10.4,0.562,0.593,0.303,0.636,2.2,4.3,6.6,1.5,0.7,1.1,1.6,3.5,2014,0
Joe Johnson,32,Guard,BRK,79.0,79,32.6,15.8,0.454,0.489,0.401,0.815,0.6,2.8,3.4,2.7,0.6,0.1,1.5,1.6,2014,0
Wesley Johnson,26,Forward,LAL,79.0,62,28.4,9.1,0.425,0.466,0.369,0.792,0.9,3.5,4.4,1.6,1.1,1.0,1.1,2.6,2014,0
Terrence Jones,22,Forward,HOU,76.0,71,27.3,12.1,0.542,0.581,0.307,0.605,2.1,4.8,6.9,1.1,0.7,1.3,0.9,1.8,2014,0
DeAndre Jordan,25,Center,LAC,82.0,82,35.0,10.4,0.6759999999999999,0.6759999999999999,0.0,0.428,4.0,9.5,13.6,0.9,1.0,2.5,1.5,3.2,2014,0
Chris Kaman,31,Center,LAL,39.0,13,18.9,10.4,0.509,0.513,0.0,0.765,1.4,4.5,5.9,1.5,0.3,1.0,1.9,2.4,2014,0
Brandon Knight,22,Guard,MIL,72.0,69,33.3,17.9,0.422,0.466,0.325,0.802,0.6,2.9,3.5,4.9,1.0,0.2,2.6,2.0,2014,0
Kyle Korver,32,Guard,ATL,71.0,71,33.9,12.0,0.475,0.479,0.472,0.926,0.3,3.7,4.0,2.9,1.0,0.3,1.4,2.1,2014,0
Jeremy Lamb,21,Guard,OKC,78.0,0,19.7,8.5,0.4320000000000001,0.483,0.35600000000000004,0.797,0.3,2.1,2.4,1.5,0.7,0.3,0.8,1.8,2014,0
Ty Lawson,26,Guard,DEN,62.0,61,35.8,17.6,0.431,0.455,0.35600000000000004,0.7979999999999999,0.6,2.8,3.5,8.8,1.6,0.2,3.2,1.8,2014,0
Courtney Lee,28,Guard,TOT,79.0,47,25.0,9.6,0.48,0.531,0.371,0.884,0.4,2.0,2.4,1.5,0.8,0.4,0.9,1.6,2014,0
David Lee,30,Forward,GSW,69.0,67,33.2,18.2,0.523,0.523,0.0,0.78,2.6,6.7,9.3,2.1,0.7,0.4,2.2,3.0,2014,0
Kawhi Leonard,22,Forward,SAS,66.0,65,29.1,12.8,0.522,0.579,0.379,0.802,1.2,5.1,6.2,2.0,1.7,0.8,1.2,1.9,2014,0
Damian Lillard,23,Guard,POR,82.0,82,35.8,20.7,0.424,0.447,0.394,0.871,0.4,3.1,3.5,5.6,0.8,0.3,2.4,2.4,2014,0
Jeremy Lin,25,Guard,HOU,71.0,33,28.9,12.5,0.446,0.4920000000000001,0.358,0.823,0.5,2.2,2.6,4.1,1.0,0.4,2.5,2.3,2014,0
Robin Lopez,25,Center,POR,82.0,82,31.7,11.1,0.551,0.552,0.0,0.818,4.0,4.6,8.5,0.9,0.3,1.7,1.0,2.4,2014,0
Kevin Love,25,Forward,MIN,77.0,77,36.3,26.1,0.457,0.502,0.376,0.821,2.9,9.6,12.5,4.4,0.8,0.5,2.5,1.8,2014,0
Kyle Lowry,27,Guard,TOR,79.0,79,36.2,17.9,0.423,0.46,0.38,0.813,1.1,3.6,4.7,7.4,1.5,0.2,2.5,3.4,2014,0
Shawn Marion,35,Forward,DAL,76.0,76,31.7,10.4,0.482,0.518,0.358,0.785,1.7,4.8,6.5,1.6,1.2,0.5,1.3,1.6,2014,0
Kevin Martin,30,Guard,MIN,68.0,68,32.0,19.1,0.43,0.448,0.387,0.8909999999999999,0.5,2.5,3.0,1.8,1.0,0.1,1.6,1.8,2014,0
Wesley Matthews,27,Guard,POR,82.0,82,33.9,16.4,0.441,0.49,0.393,0.8370000000000001,0.6,2.9,3.5,2.4,0.9,0.2,1.3,2.1,2014,0
O.J. Mayo,26,Guard,MIL,52.0,23,25.9,11.7,0.407,0.433,0.37,0.8640000000000001,0.5,1.9,2.4,2.2,0.5,0.3,1.8,2.1,2014,0
Ben McLemore,20,Guard,SAC,82.0,55,26.7,8.8,0.376,0.419,0.32,0.804,0.6,2.2,2.9,1.0,0.5,0.2,1.2,2.5,2014,0
Josh McRoberts,26,Forward,CHO,78.0,78,30.3,8.5,0.436,0.516,0.361,0.7290000000000001,1.1,3.7,4.8,4.3,0.7,0.6,1.1,2.4,2014,0
Jodie Meeks,26,Guard,LAL,77.0,70,33.2,15.7,0.463,0.514,0.401,0.857,0.4,2.1,2.5,1.8,1.4,0.1,1.4,1.5,2014,0
Khris Middleton,22,Forward,MIL,82.0,64,30.0,12.1,0.44,0.454,0.414,0.861,0.7,3.0,3.8,2.1,1.0,0.2,1.5,3.0,2014,0
C.J. Miles,26,Guard,CLE,51.0,34,19.3,9.9,0.435,0.48,0.393,0.853,0.4,1.7,2.0,1.0,0.9,0.3,0.9,2.0,2014,0
Patty Mills,25,Guard,SAS,81.0,2,18.9,10.2,0.464,0.5,0.425,0.89,0.4,1.7,2.1,1.8,0.8,0.1,0.8,1.4,2014,0
Paul Millsap,28,Forward,ATL,74.0,73,33.5,17.9,0.461,0.487,0.358,0.731,2.1,6.4,8.5,3.1,1.7,1.1,2.5,2.8,2014,0
Greg Monroe,23,Forward,DET,82.0,82,32.8,15.2,0.4970000000000001,0.4970000000000001,0.0,0.657,3.1,6.1,9.3,2.1,1.1,0.6,2.0,2.5,2014,0
Marcus Morris,24,Forward,PHO,82.0,1,22.0,9.7,0.442,0.483,0.381,0.7609999999999999,1.0,2.9,3.9,1.1,0.9,0.2,1.2,1.9,2014,0
Markieff Morris,24,Forward,PHO,81.0,0,26.6,13.8,0.486,0.512,0.315,0.792,1.7,4.3,6.0,1.8,0.8,0.6,1.8,2.9,2014,0
Anthony Morrow,28,Guard,NOP,76.0,9,18.8,8.4,0.458,0.462,0.451,0.828,0.4,1.5,1.8,0.8,0.5,0.2,0.7,1.3,2014,0
Timofey Mozgov,27,Center,DEN,82.0,30,21.6,9.4,0.523,0.539,0.16699999999999998,0.754,2.1,4.4,6.4,0.8,0.3,1.2,1.5,2.6,2014,0
Gary Neal,29,Guard,TOT,52.0,3,21.4,10.5,0.41,0.43,0.378,0.895,0.2,1.5,1.7,1.6,0.3,0.0,1.2,1.3,2014,0
Jameer Nelson,31,Guard,ORL,68.0,68,32.0,12.1,0.394,0.444,0.348,0.857,0.4,3.0,3.4,7.0,0.8,0.1,2.4,2.1,2014,0
Joakim Noah,28,Center,CHI,80.0,80,35.3,12.6,0.475,0.476,0.0,0.737,3.5,7.7,11.3,5.4,1.2,1.5,2.4,3.1,2014,1
Dirk Nowitzki,35,Forward,DAL,80.0,80,32.9,21.7,0.4970000000000001,0.532,0.398,0.899,0.5,5.7,6.2,2.7,0.9,0.6,1.5,2.1,2014,0
Victor Oladipo,21,Guard,ORL,80.0,44,31.1,13.8,0.419,0.448,0.327,0.78,0.5,3.6,4.1,4.1,1.6,0.5,3.2,2.6,2014,0
Kelly Olynyk,22,Center,BOS,70.0,9,20.0,8.7,0.466,0.5,0.35100000000000003,0.8109999999999999,2.0,3.2,5.2,1.6,0.5,0.4,1.5,3.2,2014,0
Tony Parker,31,Guard,SAS,68.0,68,29.4,16.7,0.499,0.509,0.373,0.8109999999999999,0.3,2.0,2.3,5.7,0.5,0.1,2.2,1.3,2014,0
Chandler Parsons,25,Forward,HOU,74.0,74,37.6,16.6,0.472,0.528,0.37,0.742,0.9,4.6,5.5,4.0,1.2,0.4,1.9,2.3,2014,0
Patrick Patterson,24,Forward,TOT,65.0,13,23.6,8.5,0.46,0.503,0.364,0.7040000000000001,1.8,3.5,5.3,1.2,0.8,0.6,1.0,2.4,2014,0
Chris Paul,28,Guard,LAC,62.0,62,35.0,19.1,0.467,0.498,0.368,0.855,0.6,3.7,4.3,10.7,2.5,0.1,2.3,2.5,2014,1
Nikola Pekovic,28,Center,MIN,54.0,54,30.8,17.5,0.541,0.541,0.0,0.747,3.8,4.9,8.7,0.9,0.6,0.4,1.6,2.4,2014,0
Paul Pierce,36,Forward,BRK,75.0,68,28.0,13.5,0.451,0.507,0.373,0.826,0.3,4.3,4.6,2.4,1.1,0.4,2.0,2.5,2014,0
Zach Randolph,32,Forward,MEM,79.0,79,34.2,17.4,0.467,0.474,0.1,0.742,3.4,6.7,10.1,2.5,0.7,0.3,2.3,2.7,2014,0
J.J. Redick,29,Guard,LAC,35.0,34,28.2,15.2,0.455,0.507,0.395,0.915,0.3,1.9,2.1,2.2,0.8,0.1,1.2,1.9,2014,0
Brian Roberts,28,Guard,NOP,72.0,42,23.2,9.4,0.42,0.447,0.36,0.94,0.2,1.7,1.9,3.3,0.6,0.1,1.3,1.8,2014,0
Nate Robinson,29,Guard,DEN,44.0,1,19.7,10.4,0.428,0.463,0.377,0.835,0.5,1.4,1.8,2.5,0.8,0.1,1.3,2.1,2014,0
Rajon Rondo,27,Guard,BOS,30.0,30,33.3,11.7,0.403,0.442,0.289,0.627,0.7,4.7,5.5,9.8,1.3,0.1,3.3,2.2,2014,0
Terrence Ross,22,Guard,TOR,81.0,62,26.7,10.9,0.423,0.458,0.395,0.8370000000000001,0.5,2.6,3.1,1.0,0.8,0.3,1.1,2.3,2014,0
Ricky Rubio,23,Guard,MIN,82.0,82,32.2,9.5,0.381,0.393,0.331,0.802,0.7,3.4,4.2,8.6,2.3,0.1,2.7,2.7,2014,0
Mike Scott,25,Forward,ATL,80.0,6,18.5,9.6,0.479,0.5579999999999999,0.31,0.78,0.8,2.8,3.6,0.9,0.4,0.1,1.0,1.5,2014,0
Ramon Sessions,27,Guard,TOT,83.0,19,26.7,12.3,0.429,0.457,0.282,0.807,0.5,2.0,2.4,4.1,0.6,0.1,1.8,1.1,2014,0
Kyle Singler,25,Forward,DET,82.0,36,28.5,9.6,0.447,0.4920000000000001,0.382,0.826,1.4,2.3,3.7,0.9,0.7,0.5,1.0,2.6,2014,0
J.R. Smith,28,Forward,NYK,74.0,37,32.7,14.5,0.415,0.436,0.394,0.652,0.5,3.5,4.0,3.0,0.9,0.3,1.5,2.6,2014,0
Jason Smith,27,Forward,NOP,31.0,27,26.8,9.7,0.465,0.465,0.0,0.78,1.6,4.2,5.8,0.9,0.4,0.9,0.9,3.2,2014,0
Josh Smith,28,Forward,DET,77.0,76,35.5,16.4,0.419,0.462,0.264,0.532,1.3,5.4,6.8,3.3,1.4,1.4,2.6,2.6,2014,0
Lance Stephenson,23,Guard,IND,78.0,78,35.3,13.8,0.491,0.545,0.35200000000000004,0.711,1.2,5.9,7.2,4.6,0.7,0.1,2.7,2.5,2014,0
Amar'e Stoudemire,31,Center,NYK,65.0,21,22.6,11.9,0.557,0.557,0.0,0.7390000000000001,1.7,3.2,4.9,0.5,0.4,0.6,1.4,2.4,2014,0
Rodney Stuckey,27,Guard,DET,73.0,5,26.7,13.9,0.436,0.455,0.273,0.836,0.5,1.8,2.3,2.1,0.7,0.1,1.7,1.8,2014,0
Jared Sullinger,21,Forward,BOS,74.0,44,27.6,13.3,0.4270000000000001,0.475,0.269,0.778,3.3,4.9,8.1,1.6,0.5,0.7,1.6,3.4,2014,0
Jeff Teague,25,Guard,ATL,79.0,79,32.2,16.5,0.438,0.469,0.329,0.846,0.4,2.2,2.6,6.7,1.1,0.2,2.9,2.0,2014,0
Mirza Teletovic,28,Forward,BRK,72.0,7,19.4,8.6,0.418,0.472,0.39,0.71,0.8,2.9,3.7,0.8,0.4,0.3,0.8,2.0,2014,0
Isaiah Thomas,24,Guard,SAC,72.0,54,34.7,20.3,0.453,0.504,0.349,0.85,0.7,2.3,2.9,6.3,1.3,0.1,3.0,2.6,2014,0
Klay Thompson,23,Guard,GSW,81.0,81,35.4,18.4,0.444,0.464,0.417,0.795,0.5,2.6,3.1,2.2,0.9,0.5,1.7,2.9,2014,0
Tristan Thompson,22,Forward,CLE,82.0,82,31.6,11.7,0.477,0.478,0.0,0.693,3.3,5.9,9.2,0.9,0.5,0.4,1.3,2.3,2014,0
Marcus Thornton,26,Guard,TOT,72.0,27,24.2,9.8,0.394,0.443,0.345,0.804,0.8,2.0,2.8,1.1,0.8,0.2,0.9,1.5,2014,0
P.J. Tucker,28,Forward,PHO,81.0,81,30.7,9.4,0.431,0.45,0.387,0.7759999999999999,2.0,4.5,6.5,1.7,1.4,0.3,1.3,2.5,2014,0
Evan Turner,25,Forward,TOT,81.0,56,30.3,14.0,0.425,0.444,0.321,0.813,0.8,4.3,5.0,3.2,0.8,0.1,2.3,2.4,2014,0
Jonas Valanciūnas,21,Center,TOR,81.0,81,28.2,11.3,0.531,0.532,0.0,0.762,2.8,6.0,8.8,0.7,0.3,0.9,1.7,3.1,2014,0
Anderson Varejão,31,Center,CLE,65.0,29,27.7,8.4,0.495,0.502,0.0,0.6809999999999999,2.9,6.8,9.7,2.2,1.1,0.6,1.1,2.5,2014,0
Greivis Vásquez,27,Guard,TOT,79.0,23,22.5,9.6,0.421,0.455,0.377,0.88,0.3,1.9,2.2,4.1,0.4,0.1,1.6,1.8,2014,0
Nikola Vucevic,23,Center,ORL,57.0,57,31.8,14.2,0.507,0.507,0.0,0.7659999999999999,3.2,7.7,11.0,1.8,1.1,0.8,2.0,3.0,2014,0
Dwyane Wade,32,Guard,MIA,54.0,53,32.9,19.0,0.545,0.557,0.281,0.733,1.1,3.4,4.5,4.7,1.5,0.5,3.0,2.0,2014,0
Dion Waiters,22,Guard,CLE,70.0,24,29.6,15.9,0.433,0.455,0.368,0.685,0.5,2.3,2.8,3.0,0.9,0.2,2.2,2.2,2014,0
Kemba Walker,23,Guard,CHO,73.0,73,35.8,17.7,0.393,0.417,0.333,0.8370000000000001,0.5,3.7,4.2,6.1,1.2,0.4,2.3,1.8,2014,0
John Wall,23,Guard,WAS,82.0,82,36.3,19.3,0.433,0.458,0.35100000000000003,0.805,0.5,3.6,4.1,8.8,1.8,0.5,3.6,2.7,2014,0
Martell Webster,27,Forward,WAS,78.0,13,27.7,9.7,0.433,0.502,0.392,0.84,0.5,2.4,2.8,1.2,0.5,0.2,0.7,1.9,2014,0
David West,33,Forward,IND,80.0,80,30.9,14.0,0.488,0.491,0.267,0.789,1.5,5.3,6.8,2.8,0.8,0.9,1.7,2.3,2014,0
Russell Westbrook,25,Guard,OKC,46.0,46,30.7,21.8,0.4370000000000001,0.482,0.318,0.826,1.2,4.5,5.7,6.9,1.9,0.2,3.8,2.3,2014,0
Deron Williams,29,Guard,BRK,64.0,58,32.2,14.3,0.45,0.5,0.366,0.8009999999999999,0.2,2.4,2.6,6.1,1.5,0.2,2.2,2.3,2014,0
Lou Williams,27,Guard,ATL,60.0,7,24.1,10.4,0.4,0.45,0.342,0.8490000000000001,0.2,1.9,2.1,3.5,0.8,0.1,1.5,1.1,2014,0
Marvin Williams,27,Forward,UTA,66.0,50,25.4,9.1,0.439,0.503,0.359,0.7809999999999999,1.2,3.8,5.1,1.2,0.8,0.5,0.8,2.3,2014,0
Mo Williams,31,Guard,POR,74.0,0,24.8,9.7,0.417,0.441,0.369,0.8759999999999999,0.6,1.5,2.1,4.3,0.7,0.1,2.0,2.7,2014,0
Brandan Wright,26,Center,DAL,58.0,0,18.6,9.1,0.677,0.677,0.0,0.726,1.8,2.4,4.2,0.5,0.6,0.9,0.6,1.6,2014,0
Tony Wroten,20,Guard,PHI,72.0,16,24.5,13.0,0.4270000000000001,0.4920000000000001,0.213,0.6409999999999999,1.0,2.2,3.2,3.0,1.1,0.2,2.8,2.1,2014,0
Nick Young,28,Guard,LAL,64.0,9,28.3,17.9,0.435,0.468,0.386,0.825,0.5,2.1,2.6,1.5,0.7,0.2,1.5,2.4,2014,0
Thaddeus Young,25,Forward,PHI,79.0,78,34.4,17.9,0.454,0.496,0.308,0.7120000000000001,2.1,3.9,6.0,2.3,2.1,0.5,2.1,2.7,2014,0
Arron Afflalo,29,Guard,TOT,78.0,72,32.1,13.3,0.424,0.466,0.354,0.843,0.3,2.8,3.2,1.7,0.5,0.1,1.5,2.1,2015,0
LaMarcus Aldridge,29,Forward,POR,71.0,71,35.4,23.4,0.466,0.475,0.35200000000000004,0.845,2.5,7.7,10.2,1.7,0.7,1.0,1.7,1.8,2015,0
Tony Allen,33,Guard,MEM,63.0,41,26.2,8.6,0.495,0.505,0.345,0.627,1.6,2.8,4.4,1.4,2.0,0.5,1.4,2.6,2015,0
Ryan Anderson,26,Forward,NOP,61.0,5,27.5,13.7,0.399,0.457,0.34,0.8540000000000001,1.8,3.1,4.8,0.9,0.5,0.3,1.0,1.9,2015,0
Giannis Antetokounmpo,20,Guard,MIL,81.0,71,31.4,12.7,0.491,0.511,0.159,0.741,1.2,5.5,6.7,2.6,0.9,1.0,2.1,3.1,2015,0
Carmelo Anthony,30,Forward,NYK,40.0,40,35.7,24.2,0.444,0.474,0.341,0.797,1.8,4.8,6.6,3.1,1.0,0.4,2.2,2.2,2015,0
Trevor Ariza,29,Forward,HOU,82.0,82,35.7,12.8,0.402,0.485,0.35,0.853,0.9,4.7,5.6,2.5,1.9,0.2,1.7,2.3,2015,0
D.J. Augustin,27,Guard,TOT,82.0,14,24.0,9.5,0.399,0.436,0.337,0.868,0.2,1.7,2.0,4.3,0.6,0.0,1.8,1.1,2015,0
Andrea Bargnani,29,Center,NYK,29.0,22,27.1,14.8,0.454,0.466,0.366,0.813,1.1,3.3,4.4,1.6,0.1,0.9,1.4,1.8,2015,0
Harrison Barnes,22,Forward,GSW,82.0,82,28.3,10.1,0.482,0.519,0.405,0.72,1.4,4.1,5.5,1.4,0.7,0.2,0.9,1.8,2015,0
Matt Barnes,34,Forward,LAC,76.0,74,29.9,10.1,0.444,0.569,0.362,0.779,0.7,3.3,4.0,1.5,0.9,0.7,1.1,3.2,2015,0
Brandon Bass,29,Forward,BOS,82.0,43,23.5,10.6,0.504,0.515,0.281,0.79,1.7,3.2,4.9,1.3,0.5,0.4,1.0,1.7,2015,0
Nicolas Batum,26,Forward,POR,71.0,71,33.5,9.4,0.4,0.481,0.324,0.857,0.9,5.0,5.9,4.8,1.1,0.6,1.9,1.5,2015,0
Bradley Beal,21,Guard,WAS,63.0,59,33.4,15.3,0.4270000000000001,0.434,0.409,0.7829999999999999,0.9,2.9,3.8,3.1,1.2,0.3,2.0,2.2,2015,0
Marco Belinelli,28,Guard,SAS,62.0,9,22.4,9.2,0.423,0.471,0.374,0.848,0.4,2.1,2.5,1.5,0.5,0.0,1.0,1.4,2015,0
Patrick Beverley,26,Guard,HOU,56.0,55,30.8,10.1,0.383,0.426,0.35600000000000004,0.75,1.2,3.0,4.2,3.4,1.1,0.4,1.5,3.3,2015,0
Eric Bledsoe,25,Guard,PHO,81.0,81,34.6,17.0,0.447,0.491,0.324,0.8,0.9,4.3,5.2,6.1,1.6,0.6,3.4,2.3,2015,0
Bojan Bogdanovic,25,Forward,BRK,78.0,28,23.8,9.0,0.453,0.531,0.355,0.821,0.6,2.1,2.7,0.9,0.4,0.1,1.0,1.3,2015,0
Carlos Boozer,33,Forward,LAL,71.0,26,23.8,11.8,0.499,0.499,0.0,0.627,1.6,5.2,6.8,1.3,0.6,0.2,1.3,2.6,2015,0
Chris Bosh,30,Center,MIA,44.0,44,35.4,21.1,0.46,0.485,0.375,0.772,1.0,6.0,7.0,2.2,0.9,0.6,2.2,1.6,2015,0
